TMD:	 WS2 

band  1
-1.30675168 	 -1.47371150
-1.30346838 	 -1.47463269
-1.30018509 	 -1.47579639
-1.29690179 	 -1.47719927
-1.29361850 	 -1.47883785
-1.29033520 	 -1.48070850
-1.28705191 	 -1.48280746
-1.28376861 	 -1.48513085
-1.28048531 	 -1.48767465
-1.27720202 	 -1.49043474
-1.27391872 	 -1.49340691
-1.27063543 	 -1.49658684
-1.26735213 	 -1.49997013
-1.26406884 	 -1.50355233
-1.26078554 	 -1.50732888
-1.25750224 	 -1.51129519
-1.25421895 	 -1.51544663
-1.25093565 	 -1.51977849
-1.24765236 	 -1.52428608
-1.24436906 	 -1.52896463
-1.24108577 	 -1.53380939
-1.23780247 	 -1.53881559
-1.23451917 	 -1.54397845
-1.23123588 	 -1.54929318
-1.22795258 	 -1.55475503
-1.22466929 	 -1.56035923
-1.22138599 	 -1.56610106
-1.21810270 	 -1.57197579
-1.21481940 	 -1.57797876
-1.21153610 	 -1.58410530
-1.20825281 	 -1.59035082
-1.20496951 	 -1.59671073
-1.20168622 	 -1.60318051
-1.19840292 	 -1.60975568
-1.19511963 	 -1.61643182
-1.19183633 	 -1.62320455
-1.18855304 	 -1.63006955
-1.18526974 	 -1.63702256
-1.18198644 	 -1.64405937
-1.17870315 	 -1.65117584
-1.17541985 	 -1.65836789
-1.17213656 	 -1.66563150
-1.16885326 	 -1.67296272
-1.16556997 	 -1.68035765
-1.16228667 	 -1.68781247
-1.15900337 	 -1.69532341
-1.15572008 	 -1.70288680
-1.15243678 	 -1.71049899
-1.14915349 	 -1.71815643
-1.14587019 	 -1.72585562
-1.14258690 	 -1.73359312
-1.13930360 	 -1.74136558
-1.13602030 	 -1.74916969
-1.13273701 	 -1.75700221
-1.12945371 	 -1.76485998
-1.12617042 	 -1.77273988
-1.12288712 	 -1.78063887
-1.11960383 	 -1.78855396
-1.11632053 	 -1.79648223
-1.11303723 	 -1.80442082
-1.10975394 	 -1.81236693
-1.10647064 	 -1.82031780
-1.10318735 	 -1.82827077
-1.09990405 	 -1.83622319
-1.09662076 	 -1.84417249
-1.09333746 	 -1.85211617
-1.09005416 	 -1.86005175
-1.08677087 	 -1.86797684
-1.08348757 	 -1.87588907
-1.08020428 	 -1.88378614
-1.07692098 	 -1.89166580
-1.07363769 	 -1.89952586
-1.07035439 	 -1.90736415
-1.06707109 	 -1.91517858
-1.06378780 	 -1.92296709
-1.06050450 	 -1.93072767
-1.05722121 	 -1.93845836
-1.05393791 	 -1.94615724
-1.05065462 	 -1.95382245
-1.04737132 	 -1.96145214
-1.04408803 	 -1.96904454
-1.04080473 	 -1.97659790
-1.03752143 	 -1.98411052
-1.03423814 	 -1.99158074
-1.03095484 	 -1.99900694
-1.02767155 	 -2.00638753
