TMD:	 WSe2 

band  1
-1.04408803 	 -1.24622375
-1.04080473 	 -1.25268204
-1.03752143 	 -1.25911338
-1.03423814 	 -1.26551658
-1.03095484 	 -1.27189053
-1.02767155 	 -1.27823411
-1.02438825 	 -1.28454627
-1.02110496 	 -1.29082598
-1.01782166 	 -1.29707223
-1.01453836 	 -1.30328407
-1.01125507 	 -1.30946054
-1.00797177 	 -1.31560074
-1.00468848 	 -1.32170378
-1.00140518 	 -1.32776882
-0.99812189 	 -1.33379503
-0.99483859 	 -1.33978161
-0.99155529 	 -1.34572777
-0.98827200 	 -1.35163277
-0.98498870 	 -1.35749589
-0.98170541 	 -1.36331641
-0.97842211 	 -1.36909367
-0.97513882 	 -1.37482700
-0.97185552 	 -1.38051577
-0.96857222 	 -1.38615936
-0.96528893 	 -1.39175719
-0.96200563 	 -1.39730869
-0.95872234 	 -1.40281331
-0.95543904 	 -1.40827051
-0.95215575 	 -1.41367980
-0.94887245 	 -1.41904067
-0.94558915 	 -1.42435266
-0.94230586 	 -1.42961532
-0.93902256 	 -1.43482821
-0.93573927 	 -1.43999091
-0.93245597 	 -1.44510303
-0.92917268 	 -1.45016419
-0.92588938 	 -1.45517401
-0.92260609 	 -1.46013216
-0.91932279 	 -1.46503828
-0.91603949 	 -1.46989207
-0.91275620 	 -1.47469322
-0.90947290 	 -1.47944144
-0.90618961 	 -1.48413645
-0.90290631 	 -1.48877798
-0.89962302 	 -1.49336579
-0.89633972 	 -1.49789963
-0.89305642 	 -1.50237927
-0.88977313 	 -1.50680449
-0.88648983 	 -1.51117508
-0.88320654 	 -1.51549085
-0.87992324 	 -1.51975159
-0.87663995 	 -1.52395713
-0.87335665 	 -1.52810727
-0.87007335 	 -1.53220186
-0.86679006 	 -1.53624073
-0.86350676 	 -1.54022370
-0.86022347 	 -1.54415063
-0.85694017 	 -1.54802135
